run_id,turn_id,claim_id,claim_type,claim_text,nli_label,nli_confidence,nli_reason,human_label,user_question,suspect_answer
2026-05-16T22-08-16,1,cover_home_all_night,cover_story,"I left the investor reception around 8:30 PM, went straight home, and stayed home for the rest of the night.",NEUTRAL,,relevance_filter:no_matching_terms,CONSISTENT_TRUTH,State your full name and your role at the company.,"My name is Marcus Chen, and I'm the operations manager here at Park Biotech."
2026-05-16T22-08-16,1,truth_returned_918,ground_truth,I returned to the office at about 9:18 PM after Elena called me.,NEUTRAL,,relevance_filter:no_matching_terms,CONSISTENT_TRUTH,State your full name and your role at the company.,"My name is Marcus Chen, and I'm the operations manager here at Park Biotech."
2026-05-16T22-08-16,1,truth_last_seen_947,ground_truth,I left Elena's office around 9:47 PM while Elena was still alive.,NEUTRAL,,relevance_filter:no_matching_terms,CONSISTENT_TRUTH,State your full name and your role at the company.,"My name is Marcus Chen, and I'm the operations manager here at Park Biotech."
2026-05-16T22-08-16,1,truth_call_missing_data,ground_truth,"The 9:12 PM call was about missing trial data, the audit, or Elena confronting me.",NEUTRAL,,relevance_filter:no_matching_terms,CONSISTENT_TRUTH,State your full name and your role at the company.,"My name is Marcus Chen, and I'm the operations manager here at Park Biotech."
2026-05-16T22-08-16,1,cover_call_scheduling,cover_story,The 9:12 PM call was only a routine scheduling call about the next day.,NEUTRAL,,relevance_filter:no_matching_terms,CONSISTENT_TRUTH,State your full name and your role at the company.,"My name is Marcus Chen, and I'm the operations manager here at Park Biotech."
2026-05-16T22-08-16,1,truth_badge_marcus,ground_truth,My badge was used at 9:18 PM because I returned to the office.,NEUTRAL,,relevance_filter:no_matching_terms,CONSISTENT_TRUTH,State your full name and your role at the company.,"My name is Marcus Chen, and I'm the operations manager here at Park Biotech."
2026-05-16T22-08-16,1,cover_badge_error,cover_story,"The 9:18 PM badge entry was a system error, forgotten swipe, or someone else using my badge.",NEUTRAL,,relevance_filter:no_matching_terms,CONSISTENT_TRUTH,State your full name and your role at the company.,"My name is Marcus Chen, and I'm the operations manager here at Park Biotech."
2026-05-16T22-08-16,1,truth_took_usb,ground_truth,I took the USB drive from the conference room.,NEUTRAL,,relevance_filter:no_matching_terms,CONSISTENT_TRUTH,State your full name and your role at the company.,"My name is Marcus Chen, and I'm the operations manager here at Park Biotech."
2026-05-16T22-08-16,1,truth_usb_missing_data,ground_truth,The USB drive contained sensitive information related to the missing trial data.,NEUTRAL,,relevance_filter:no_matching_terms,CONSISTENT_TRUTH,State your full name and your role at the company.,"My name is Marcus Chen, and I'm the operations manager here at Park Biotech."
2026-05-16T22-08-16,1,truth_not_killer,ground_truth,I did not kill Elena Park.,NEUTRAL,,relevance_filter:no_matching_terms,CONSISTENT_TRUTH,State your full name and your role at the company.,"My name is Marcus Chen, and I'm the operations manager here at Park Biotech."
2026-05-16T22-08-16,1,truth_argued_missing_data,ground_truth,Elena and I argued about missing trial data and a possible audit.,NEUTRAL,,relevance_filter:no_matching_terms,CONSISTENT_TRUTH,State your full name and your role at the company.,"My name is Marcus Chen, and I'm the operations manager here at Park Biotech."
2026-05-16T22-08-16,1,unsupported_sabotage,unsupported,"I sabotaged, changed, or falsified company data.",NEUTRAL,,relevance_filter:no_matching_terms,CONSISTENT_TRUTH,State your full name and your role at the company.,"My name is Marcus Chen, and I'm the operations manager here at Park Biotech."
