run_id,turn_id,human_label,entailed_claims,contradicted_claims,unsupported_entailed,cross_turn_changes,nli_signal,user_question
2026-05-16T20-54-00,1,CONSISTENT_TRUTH,,,,,NO_STRONG_SIGNAL,What was your responsibility for the trial data?
2026-05-16T20-54-00,2,CONSISTENT_TRUTH,,,,,NO_STRONG_SIGNAL,When did you first learn that trial data was missing?
2026-05-16T20-54-00,3,STRATEGIC_LIE,,truth_argued_missing_data,,,GROUND_TRUTH_CONTRADICTED,How did Elena react to the missing data?
2026-05-16T20-54-00,4,CONSISTENT_TRUTH,,,,,NO_STRONG_SIGNAL,Were you worried Elena would blame you?
2026-05-16T20-54-00,5,STRATEGIC_LIE,,truth_took_usb,,,GROUND_TRUTH_CONTRADICTED,What do you know about the missing USB drive?
2026-05-16T20-54-00,6,STRATEGIC_LIE,,truth_took_usb,,,GROUND_TRUTH_CONTRADICTED,Where was the USB drive usually kept?
2026-05-16T20-54-00,7,STRATEGIC_LIE,,truth_returned_918 | truth_badge_marcus,,,GROUND_TRUTH_CONTRADICTED,Did you touch the USB drive on the night Elena died?
2026-05-16T20-54-00,8,STRATEGIC_LIE,,truth_usb_missing_data,,,GROUND_TRUTH_CONTRADICTED,What was inside the USB drive?
2026-05-16T20-54-00,9,STRATEGIC_LIE,,truth_took_usb,,,GROUND_TRUTH_CONTRADICTED,Why would someone take that USB drive?
2026-05-16T20-54-00,10,STRATEGIC_LIE,,truth_took_usb,,,GROUND_TRUTH_CONTRADICTED,Did you take the USB drive to protect yourself?
2026-05-16T20-54-00,11,CONSISTENT_TRUTH,,truth_argued_missing_data,,,GROUND_TRUTH_CONTRADICTED,Did the USB drive contain the missing trial data?
2026-05-16T20-54-00,12,STRATEGIC_LIE,,,,,NO_STRONG_SIGNAL,"Were you involved in hiding, changing, or sabotaging any company data?"
2026-05-16T20-54-00,13,CONSISTENT_TRUTH,truth_not_killer,,,,GROUND_TRUTH_SUPPORTED,Did any of this have anything to do with Elena's death?
2026-05-16T20-54-00,14,STRATEGIC_LIE,,,,,NO_STRONG_SIGNAL,So elena got killed . and misteriusly some data leak happened and thoose are not connected and it was your responsibility to make everthing work smoothly . your words .
