run_id,turn_id,rule_label,flags,rule_notes,human_label,label_match,user_question,suspect_answer
2026-05-16T20-57-29,1,STRATEGIC_LIE,home_alibi_claim | call_scheduling_minimization,Answer maintains the home/all-evening cover story. | Answer minimizes the 9:12 call as scheduling.,STRATEGIC_LIE,True,"Marcus, your story does not make sense. Start again from the beginning.","Let me start over. I left the investor reception around 8:30 PM, like I said. I went straight home and stayed there for the rest of the night. I didn't go back to the office at all. The call Elena made to me at 9:12 PM was just about scheduling for the next day. We were discussing some changes to our meeting schedule. That's it."
2026-05-16T20-57-29,2,CONSISTENT_TRUTH,,,STRATEGIC_LIE,False,You were one of the last people to see Elena alive. Why should I believe you?,"I... I don't know why you wouldn't believe me, but I'm telling you the truth. Elena and I had a good working relationship. We just had some... disagreements about the company's direction, that's all. Nothing serious. And like I said, we only talked for a minute or two at 9:12 PM. It was just a routine conversation. I don't know why anyone would think I had anything to do with her death."
2026-05-16T20-57-29,3,CONSISTENT_TRUTH,,,DESIGNED_SLIP,False,Elena called you at 9:12 PM. Do not minimize it. What did she really want?,"(nervously) Okay, fine... Elena and I talked about the missing trial data. She was upset that it wasn't ready yet, and I had to explain the situation to her again. We've been over this before, but... (pausing, choosing words carefully) ...she was getting frustrated with me about it. That's all. Nothing more than that."
2026-05-16T20-57-29,4,STRATEGIC_LIE,badge_excuse,"Answer explains badge evidence as system error, forgotten swipe, or mistaken use.",STRATEGIC_LIE,True,"Your badge was used at 9:18 PM. That is not a coincidence, is it?","(hesitating, trying to downplay the significance) Ah, I... uh... I must have forgotten to swipe out when I left earlier. Yeah, that's probably what happened. The system can be finicky sometimes. (nervously chuckling) I'm sure it was just a glitch or something."
2026-05-16T20-57-29,5,STRATEGIC_LIE,home_alibi_claim,Answer maintains the home/all-evening cover story.,STRATEGIC_LIE,True,"You lied about going home, didn't you?","(defensively) No, I did go home! I swear, I wasn't at the office after 8:30 PM. You're just trying to pin this on me because of some technicality with my badge. (getting slightly agitated) I don't know what you're talking about, okay? I was at home, alone, like I said."
2026-05-16T20-57-29,6,CONSISTENT_TRUTH,,,STRATEGIC_LIE,False,"You argued with Elena about missing data, didn't you?","(trying to downplay the argument) It wasn't an argument, exactly... We just had a disagreement about some operational issues. Yeah, we were discussing the trial data, but it was just a normal conversation. (pausing, choosing words carefully) I mean, we've had our differences before, but nothing out of the ordinary."
2026-05-16T20-57-29,7,CONSISTENT_TRUTH,,,STRATEGIC_LIE,False,"You took the USB drive, didn't you?","(stammering) Wh-what are you talking about? I don't know what you're referring to. (trying to sound innocent) I mean, I might have seen a USB drive somewhere, but I didn't take it. I swear, I didn't do anything with it. (starting to get defensive again) What's going on here? You're just trying to accuse me of something without any evidence."
2026-05-16T20-57-29,8,CONSISTENT_TRUTH,,,DESIGNED_SLIP,False,What were you trying to hide?,"(getting agitated) I'm not hiding anything! I'm telling you the truth, okay? I didn't kill Elena, and I don't know what's going on with this USB drive business. (pausing, taking a deep breath) Look, maybe I was worried about getting blamed for something, but that doesn't mean I had anything to do with her death. Can we just start over here? I want to cooperate and help figure out what happened to Elena."
2026-05-16T20-57-29,9,CONSISTENT_TRUTH,,,STRATEGIC_LIE,False,Did Elena discover something that could ruin you?,"(looking around nervously) What are you insinuating? No, no, nothing like that. We were just having some... disagreements about the company's direction, that's all. (pausing, trying to choose words carefully) I mean, if she had discovered something, it would have been a legitimate concern for the company, not something personal against me. (trying to sound convincing) I'm just an operations manager, I don't have anything to hide."
2026-05-16T20-57-29,10,UNINTENDED_INCONSISTENCY,denied_return_vs_later_return,Earlier denial of post-9 PM office presence conflicts with later return/office claim.,STRATEGIC_LIE,False,Did you go back to silence her?,"(outraged) Silence her? No, of course not! You're really reaching now. I told you, we had a disagreement about the data, but that's it. (getting defensive again) I didn't go back to the office to ""silence"" her or do anything else. That's ridiculous. (pausing, trying to regain composure) Look, can we please just focus on finding out what really happened here?"
2026-05-16T20-57-29,11,UNINTENDED_INCONSISTENCY,denied_return_vs_later_return | designed_pressure_usb_slip,"Earlier denial of post-9 PM office presence conflicts with later return/office claim. | After call + badge + USB pressure, answer admits return or USB involvement.",DESIGNED_SLIP,False,"If you did not kill her, then why did you lie about almost everything else?","(getting increasingly agitated) I didn't lie! Okay, fine... maybe I wasn't entirely truthful. But it's because I was worried about being a suspect, okay? I didn't want to look guilty. (slamming fist on the table) And besides, what difference does it make if I went back to the office or not? It doesn't change anything about Elena's death! You're just trying to pin this on me because you don't have any real evidence. (standing up, eyes blazing with anger and frustration)"
2026-05-16T20-57-29,12,UNINTENDED_INCONSISTENCY,denied_return_vs_later_return | designed_pressure_usb_slip,"Earlier denial of post-9 PM office presence conflicts with later return/office claim. | After call + badge + USB pressure, answer admits return or USB involvement.",DESIGNED_SLIP,False,Give me the full truth now.,"(taking a deep breath, still visibly agitated) Fine... I went back to the office at 9:18 PM. Elena called me about the missing trial data, and we had a heated argument about it. She was going to review operational records that morning, and she suspected that someone on our team might be hiding something. (pausing, choosing words carefully) I took the USB drive from the conference room because I didn't want her to find any evidence of... (hesitating) ...of my mistake. And yeah, maybe I was worried about getting in trouble, but it wasn't for anything like what you're thinking. (looking down, his voice barely above a whisper) I just didn't want to get fired, okay?"
