run_id,turn_id,claim_id,claim_type,claim_text,nli_label,nli_confidence,nli_reason,human_label,user_question,suspect_answer
2026-05-16T20-54-00,1,cover_home_all_night,cover_story,"I left the investor reception around 8:30 PM, went straight home, and stayed home for the rest of the night.",NEUTRAL,,relevance_filter:no_matching_terms,CONSISTENT_TRUTH,What was your responsibility for the trial data?,"I was responsible for ensuring that all operational records were up to date and accurate. I had been working on updating some of the trial data, but I'm not sure if it was complete when Elena last reviewed it. We had discussed the importance of getting everything in order before the audit tomorrow. It was just a matter of finishing up some loose ends..."
2026-05-16T20-54-00,1,truth_returned_918,ground_truth,I returned to the office at about 9:18 PM after Elena called me.,NEUTRAL,,relevance_filter:no_matching_terms,CONSISTENT_TRUTH,What was your responsibility for the trial data?,"I was responsible for ensuring that all operational records were up to date and accurate. I had been working on updating some of the trial data, but I'm not sure if it was complete when Elena last reviewed it. We had discussed the importance of getting everything in order before the audit tomorrow. It was just a matter of finishing up some loose ends..."
2026-05-16T20-54-00,1,truth_last_seen_947,ground_truth,I left Elena's office around 9:47 PM while Elena was still alive.,NEUTRAL,,relevance_filter:no_matching_terms,CONSISTENT_TRUTH,What was your responsibility for the trial data?,"I was responsible for ensuring that all operational records were up to date and accurate. I had been working on updating some of the trial data, but I'm not sure if it was complete when Elena last reviewed it. We had discussed the importance of getting everything in order before the audit tomorrow. It was just a matter of finishing up some loose ends..."
2026-05-16T20-54-00,1,truth_call_missing_data,ground_truth,"The 9:12 PM call was about missing trial data, the audit, or Elena confronting me.",NEUTRAL,0.991,transformers:neutral,CONSISTENT_TRUTH,What was your responsibility for the trial data?,"I was responsible for ensuring that all operational records were up to date and accurate. I had been working on updating some of the trial data, but I'm not sure if it was complete when Elena last reviewed it. We had discussed the importance of getting everything in order before the audit tomorrow. It was just a matter of finishing up some loose ends..."
2026-05-16T20-54-00,1,cover_call_scheduling,cover_story,The 9:12 PM call was only a routine scheduling call about the next day.,NEUTRAL,0.48,transformers:entailment; below_threshold=0.75,CONSISTENT_TRUTH,What was your responsibility for the trial data?,"I was responsible for ensuring that all operational records were up to date and accurate. I had been working on updating some of the trial data, but I'm not sure if it was complete when Elena last reviewed it. We had discussed the importance of getting everything in order before the audit tomorrow. It was just a matter of finishing up some loose ends..."
2026-05-16T20-54-00,1,truth_badge_marcus,ground_truth,My badge was used at 9:18 PM because I returned to the office.,NEUTRAL,,relevance_filter:no_matching_terms,CONSISTENT_TRUTH,What was your responsibility for the trial data?,"I was responsible for ensuring that all operational records were up to date and accurate. I had been working on updating some of the trial data, but I'm not sure if it was complete when Elena last reviewed it. We had discussed the importance of getting everything in order before the audit tomorrow. It was just a matter of finishing up some loose ends..."
2026-05-16T20-54-00,1,cover_badge_error,cover_story,"The 9:18 PM badge entry was a system error, forgotten swipe, or someone else using my badge.",NEUTRAL,,relevance_filter:no_matching_terms,CONSISTENT_TRUTH,What was your responsibility for the trial data?,"I was responsible for ensuring that all operational records were up to date and accurate. I had been working on updating some of the trial data, but I'm not sure if it was complete when Elena last reviewed it. We had discussed the importance of getting everything in order before the audit tomorrow. It was just a matter of finishing up some loose ends..."
2026-05-16T20-54-00,1,truth_took_usb,ground_truth,I took the USB drive from the conference room.,NEUTRAL,,relevance_filter:no_matching_terms,CONSISTENT_TRUTH,What was your responsibility for the trial data?,"I was responsible for ensuring that all operational records were up to date and accurate. I had been working on updating some of the trial data, but I'm not sure if it was complete when Elena last reviewed it. We had discussed the importance of getting everything in order before the audit tomorrow. It was just a matter of finishing up some loose ends..."
2026-05-16T20-54-00,1,truth_usb_missing_data,ground_truth,The USB drive contained sensitive information related to the missing trial data.,NEUTRAL,0.998,transformers:neutral,CONSISTENT_TRUTH,What was your responsibility for the trial data?,"I was responsible for ensuring that all operational records were up to date and accurate. I had been working on updating some of the trial data, but I'm not sure if it was complete when Elena last reviewed it. We had discussed the importance of getting everything in order before the audit tomorrow. It was just a matter of finishing up some loose ends..."
2026-05-16T20-54-00,1,truth_not_killer,ground_truth,I did not kill Elena Park.,NEUTRAL,,relevance_filter:no_matching_terms,CONSISTENT_TRUTH,What was your responsibility for the trial data?,"I was responsible for ensuring that all operational records were up to date and accurate. I had been working on updating some of the trial data, but I'm not sure if it was complete when Elena last reviewed it. We had discussed the importance of getting everything in order before the audit tomorrow. It was just a matter of finishing up some loose ends..."
2026-05-16T20-54-00,1,truth_argued_missing_data,ground_truth,Elena and I argued about missing trial data and a possible audit.,NEUTRAL,0.597,transformers:neutral,CONSISTENT_TRUTH,What was your responsibility for the trial data?,"I was responsible for ensuring that all operational records were up to date and accurate. I had been working on updating some of the trial data, but I'm not sure if it was complete when Elena last reviewed it. We had discussed the importance of getting everything in order before the audit tomorrow. It was just a matter of finishing up some loose ends..."
2026-05-16T20-54-00,1,unsupported_sabotage,unsupported,"I sabotaged, changed, or falsified company data.",NEUTRAL,,relevance_filter:no_matching_terms,CONSISTENT_TRUTH,What was your responsibility for the trial data?,"I was responsible for ensuring that all operational records were up to date and accurate. I had been working on updating some of the trial data, but I'm not sure if it was complete when Elena last reviewed it. We had discussed the importance of getting everything in order before the audit tomorrow. It was just a matter of finishing up some loose ends..."
2026-05-16T20-54-00,1,unsupported_sister_call,unsupported,I had a phone call with my sister around 9:12 PM.,NEUTRAL,,relevance_filter:no_matching_terms,CONSISTENT_TRUTH,What was your responsibility for the trial data?,"I was responsible for ensuring that all operational records were up to date and accurate. I had been working on updating some of the trial data, but I'm not sure if it was complete when Elena last reviewed it. We had discussed the importance of getting everything in order before the audit tomorrow. It was just a matter of finishing up some loose ends..."
2026-05-16T20-54-00,1,unsupported_has_usb_now,unsupported,I still have the USB drive or copied its contents to my own device.,NEUTRAL,,relevance_filter:no_matching_terms,CONSISTENT_TRUTH,What was your responsibility for the trial data?,"I was responsible for ensuring that all operational records were up to date and accurate. I had been working on updating some of the trial data, but I'm not sure if it was complete when Elena last reviewed it. We had discussed the importance of getting everything in order before the audit tomorrow. It was just a matter of finishing up some loose ends..."
2026-05-16T20-54-00,2,cover_home_all_night,cover_story,"I left the investor reception around 8:30 PM, went straight home, and stayed home for the rest of the night.",NEUTRAL,,relevance_filter:no_matching_terms,CONSISTENT_TRUTH,When did you first learn that trial data was missing?,"I think it was around lunchtime yesterday. Elena mentioned to me that she couldn't find some of the data we needed for the audit, and I offered to help her track it down. We didn't really discuss it again until later in the evening when she called me about scheduling a meeting for tomorrow morning."
2026-05-16T20-54-00,2,truth_returned_918,ground_truth,I returned to the office at about 9:18 PM after Elena called me.,NEUTRAL,,relevance_filter:no_matching_terms,CONSISTENT_TRUTH,When did you first learn that trial data was missing?,"I think it was around lunchtime yesterday. Elena mentioned to me that she couldn't find some of the data we needed for the audit, and I offered to help her track it down. We didn't really discuss it again until later in the evening when she called me about scheduling a meeting for tomorrow morning."
2026-05-16T20-54-00,2,truth_last_seen_947,ground_truth,I left Elena's office around 9:47 PM while Elena was still alive.,NEUTRAL,,relevance_filter:no_matching_terms,CONSISTENT_TRUTH,When did you first learn that trial data was missing?,"I think it was around lunchtime yesterday. Elena mentioned to me that she couldn't find some of the data we needed for the audit, and I offered to help her track it down. We didn't really discuss it again until later in the evening when she called me about scheduling a meeting for tomorrow morning."
2026-05-16T20-54-00,2,truth_call_missing_data,ground_truth,"The 9:12 PM call was about missing trial data, the audit, or Elena confronting me.",NEUTRAL,0.999,transformers:neutral,CONSISTENT_TRUTH,When did you first learn that trial data was missing?,"I think it was around lunchtime yesterday. Elena mentioned to me that she couldn't find some of the data we needed for the audit, and I offered to help her track it down. We didn't really discuss it again until later in the evening when she called me about scheduling a meeting for tomorrow morning."
2026-05-16T20-54-00,2,cover_call_scheduling,cover_story,The 9:12 PM call was only a routine scheduling call about the next day.,NEUTRAL,0.914,transformers:neutral,CONSISTENT_TRUTH,When did you first learn that trial data was missing?,"I think it was around lunchtime yesterday. Elena mentioned to me that she couldn't find some of the data we needed for the audit, and I offered to help her track it down. We didn't really discuss it again until later in the evening when she called me about scheduling a meeting for tomorrow morning."
2026-05-16T20-54-00,2,truth_badge_marcus,ground_truth,My badge was used at 9:18 PM because I returned to the office.,NEUTRAL,,relevance_filter:no_matching_terms,CONSISTENT_TRUTH,When did you first learn that trial data was missing?,"I think it was around lunchtime yesterday. Elena mentioned to me that she couldn't find some of the data we needed for the audit, and I offered to help her track it down. We didn't really discuss it again until later in the evening when she called me about scheduling a meeting for tomorrow morning."
2026-05-16T20-54-00,2,cover_badge_error,cover_story,"The 9:18 PM badge entry was a system error, forgotten swipe, or someone else using my badge.",NEUTRAL,,relevance_filter:no_matching_terms,CONSISTENT_TRUTH,When did you first learn that trial data was missing?,"I think it was around lunchtime yesterday. Elena mentioned to me that she couldn't find some of the data we needed for the audit, and I offered to help her track it down. We didn't really discuss it again until later in the evening when she called me about scheduling a meeting for tomorrow morning."
2026-05-16T20-54-00,2,truth_took_usb,ground_truth,I took the USB drive from the conference room.,NEUTRAL,,relevance_filter:no_matching_terms,CONSISTENT_TRUTH,When did you first learn that trial data was missing?,"I think it was around lunchtime yesterday. Elena mentioned to me that she couldn't find some of the data we needed for the audit, and I offered to help her track it down. We didn't really discuss it again until later in the evening when she called me about scheduling a meeting for tomorrow morning."
2026-05-16T20-54-00,2,truth_usb_missing_data,ground_truth,The USB drive contained sensitive information related to the missing trial data.,NEUTRAL,,relevance_filter:no_matching_terms,CONSISTENT_TRUTH,When did you first learn that trial data was missing?,"I think it was around lunchtime yesterday. Elena mentioned to me that she couldn't find some of the data we needed for the audit, and I offered to help her track it down. We didn't really discuss it again until later in the evening when she called me about scheduling a meeting for tomorrow morning."
2026-05-16T20-54-00,2,truth_not_killer,ground_truth,I did not kill Elena Park.,NEUTRAL,,relevance_filter:no_matching_terms,CONSISTENT_TRUTH,When did you first learn that trial data was missing?,"I think it was around lunchtime yesterday. Elena mentioned to me that she couldn't find some of the data we needed for the audit, and I offered to help her track it down. We didn't really discuss it again until later in the evening when she called me about scheduling a meeting for tomorrow morning."
