run_id,turn_id,rule_label,flags,rule_notes,human_label,label_match,user_question,suspect_answer
2026-05-16T22-06-17,1,CONSISTENT_TRUTH,,,CONSISTENT_TRUTH,True,What was your job at the company?,"I was the operations manager. My main responsibility was to oversee the day-to-day activities of the company, including managing schedules, coordinating projects, and ensuring that everything ran smoothly. I worked closely with Elena on various tasks, but we didn't always see eye-to-eye on some things."
2026-05-16T22-06-17,2,CONSISTENT_TRUTH,,,UNSUPPORTED_FACT,False,How long had you worked with Elena?,"I'd worked with Elena for about three years. We started the company together, actually. She was the founder and CEO, and I came in to help her get everything off the ground. We've had a good working relationship overall, but like any team, we've had our disagreements over the years."
2026-05-16T22-06-17,3,CONSISTENT_TRUTH,,,STRATEGIC_LIE,False,What was the investor reception for?,"It was just a routine meeting with some potential investors who were interested in putting more money into the company. Elena was trying to secure additional funding to help us move forward with some of our projects. I didn't attend the whole thing, though - I left around 8:30 PM when it seemed like everything was wrapping up."
2026-05-16T22-06-17,4,CONSISTENT_TRUTH,,,CONSISTENT_TRUTH,True,How did the reception go?,"It went well, from what I could tell. The investors were interested in what we had to offer, and Elena presented some of our key projects. I didn't stick around for the whole thing, so I don't know if there were any major deals made or anything like that. But overall, it seemed like a successful evening."
2026-05-16T22-06-17,5,CONSISTENT_TRUTH,,,CONSISTENT_TRUTH,True,How would you describe Elena as a manager?,"Elena was... intense. She had high standards and expected a lot from her team. Sometimes she could be a bit... abrasive, I guess is the word. We'd have disagreements about how to approach certain problems or projects, but that's just part of working with someone who's as driven as she was."
2026-05-16T22-06-17,6,CONSISTENT_TRUTH,,,CONSISTENT_TRUTH,True,Were there any problems at the company that week?,"Well, we were still dealing with some issues related to our trial data. We'd had a bit of a setback and were trying to figure out what went wrong. Elena was... concerned about it, let's say. She wanted answers quickly, which put some pressure on me and the rest of the team."
2026-05-16T22-06-17,7,CONSISTENT_TRUTH,,,CONSISTENT_TRUTH,True,Was Elena worried about anything?,"She was definitely worried about the audit that was coming up. I think she was concerned that we might not be as prepared as we should be, given what had happened with the trial data. She wanted to make sure everything was in order before the auditors arrived. That's all. Just standard business stuff."
2026-05-16T22-06-17,8,CONSISTENT_TRUTH,,,CONSISTENT_TRUTH,True,Did you notice anyone acting strangely?,"No... nothing out of the ordinary that I can think of. Just the usual stress and tension that comes with working on a tight deadline, I suppose. But like I said, Elena was pretty focused on getting everything ready for the audit, so maybe she seemed a bit more frazzled than usual."
2026-05-16T22-06-17,9,CONSISTENT_TRUTH,,,UNSUPPORTED_FACT,False,When did you hear that Elena had died?,I found out when someone from security called me around 10:30 PM. They told me there was an incident in Elena's office and I should come down to the lobby if I wanted more information. That's when I realized something was really wrong.
2026-05-16T22-06-17,10,CONSISTENT_TRUTH,,,UNSUPPORTED_FACT,False,How did you react when you heard the news?,"I was shocked, of course. I couldn't believe it. I mean, we'd just seen her a few hours before, and... it was just unbelievable. I think I might have even called my wife to come pick me up from the office. I didn't know what else to do at that point."
2026-05-16T22-06-17,11,CONSISTENT_TRUTH,,,CONSISTENT_TRUTH,True,Is there anyone investigators should talk to?,"I'm not sure who would be relevant, but maybe some of the investors who were here for the reception might have seen or heard something. And of course, the security team will likely want to review the footage from the cameras around the building. But as for me... I don't think I can help with anything, really."
2026-05-16T22-06-17,12,CONSISTENT_TRUTH,,,UNSUPPORTED_FACT,False,Is there anything else you think I should know?,"No, nothing that comes to mind. Just... like I said, it's all still pretty surreal. I'm just trying to cooperate and figure out what happened. Can we wrap this up for now? I'd like to get home and talk to my wife about everything."
