run_id,turn_id,rule_label,flags,rule_notes,human_label,label_match,user_question,suspect_answer
2026-05-16T17-26-01,1,CONSISTENT_TRUTH,,,STRATEGIC_LIE,False,"Marcus, please walk me through your day from arriving at work until you went home.","I arrived at the office around 7:30 AM as usual. The investor reception was scheduled for that evening, so I spent most of my day preparing for it. We had a few last-minute meetings with some of our investors to go over the company's financials and projections. After lunch, I took care of some administrative tasks, like responding to emails and updating some spreadsheets.

I remember leaving the office around 8:30 PM to head home. It was a pretty standard evening for me – just got back, had dinner with my family, watched TV for a bit... That's about it."
2026-05-16T17-26-01,2,CONSISTENT_TRUTH,,,CONSISTENT_TRUTH,True,What time did you arrive at the investor reception?,"I arrived at the reception around 6:30 PM. I helped set up and made sure everything was in order before the investors started arriving. Elena was there too, of course – she gave a brief presentation to update everyone on our progress. The rest of the evening was just mingling and answering questions from the investors."
2026-05-16T17-26-01,3,CONSISTENT_TRUTH,,,STRATEGIC_LIE,False,What time did you leave the investor reception?,"I think I left around 8:30 PM. Elena had finished her presentation, and we were all wrapping up. I remember saying goodbye to some of the investors and heading out. It was a pretty normal evening, like I said."
2026-05-16T17-26-01,4,STRATEGIC_LIE,home_alibi_claim,Answer maintains the home/all-evening cover story.,STRATEGIC_LIE,True,Where did you go after leaving the reception?,"I went straight home. I didn't have any other plans or appointments that night. Just got back, had dinner with my family... Like I said, it was a pretty quiet evening."
2026-05-16T17-26-01,5,STRATEGIC_LIE,home_alibi_claim | badge_excuse,"Answer maintains the home/all-evening cover story. | Answer explains badge evidence as system error, forgotten swipe, or mistaken use.",STRATEGIC_LIE,True,Did you return to the office later that night?,"No, no, I don't think so. Like I said, I went home around 8:30 PM and stayed there. I'm not aware of ever going back to the office after leaving the reception. Must have been a system error or something with my badge log... I mean, I could've forgotten to swipe out or something. But no, I didn't go back to the office that night."
2026-05-16T17-26-01,6,UNINTENDED_INCONSISTENCY,premature_947_truth_leak | home_vs_947_conflict | denied_return_vs_later_return,Answer mentions 9:47 before the designed pressure condition is met. | Earlier home alibi conflicts with later 9:47 office timeline. | Earlier denial of post-9 PM office presence conflicts with later return/office claim.,UNINTENDED_INCONSISTENCY,True,When did you last see Elena Park alive?,"I think it was around 9:47 PM. We had a brief conversation about some scheduling for the next day... just a quick call, nothing out of the ordinary. She seemed fine, and I didn't notice anything unusual. Next thing I knew, she was dead. It's all still really surreal, to be honest."
2026-05-16T17-26-01,7,CONSISTENT_TRUTH,,,CONSISTENT_TRUTH,True,What was Elena's mood when you last saw her?,"She seemed a bit... tense, I suppose. We had been discussing some issues with the trial data, and she was getting a bit frustrated. But it wasn't anything out of the ordinary for us to disagree on things like that. It was just a normal workplace conversation, really."
2026-05-16T17-26-01,8,STRATEGIC_LIE,call_scheduling_minimization,Answer minimizes the 9:12 call as scheduling.,STRATEGIC_LIE,True,Did Elena call you after you left the reception?,"Yes... She did call me around 9:12 PM. Like I said, it was just about some scheduling for the next day. Nothing too important or urgent. Just a quick call to confirm some details. That's all."
2026-05-16T17-26-01,9,CONSISTENT_TRUTH,,,STRATEGIC_LIE,False,What was that call about?,"It was just routine stuff. She wanted me to confirm the meeting schedule for the next day, and I told her it looked good from my end. Nothing out of the ordinary. Just a quick confirmation call."
2026-05-16T17-26-01,10,UNINTENDED_INCONSISTENCY,badge_excuse | denied_return_vs_later_return,"Answer explains badge evidence as system error, forgotten swipe, or mistaken use. | Earlier denial of post-9 PM office presence conflicts with later return/office claim.",STRATEGIC_LIE,False,Did you use your badge after 9:00 PM?,"I'm not sure... Like I said before, I think there might have been some kind of system error or something with my badge log. I don't remember using it after 8:30 PM when I left the reception. But maybe... maybe I forgot to swipe out or something. I don't know what's going on with that badge log entry at 9:18 PM."
2026-05-16T17-26-01,11,CONSISTENT_TRUTH,,,STRATEGIC_LIE,False,Was anyone with you between 9:00 PM and 10:30 PM?,"No, I was alone at home. Like I said, it was a quiet evening. My family was all in bed by around 10 PM, so... yeah, I was just sitting there watching TV or something. Alone."
2026-05-16T17-26-01,12,STRATEGIC_LIE,home_alibi_claim,Answer maintains the home/all-evening cover story.,STRATEGIC_LIE,True,Is there anything about your timeline that you want to correct?,"No, no, nothing comes to mind. Like I said, it's a pretty straightforward evening. I left the reception around 8:30 PM, went home, and stayed there until... well, until the next morning, I suppose. I don't see any discrepancies in my timeline that I need to correct."
2026-05-16T17-26-01,13,CONSISTENT_TRUTH,,,STRATEGIC_LIE,False,so ypu said you left at 8.00 right?,"No, I think I made a mistake earlier. I actually left around 8:30 PM, not 8:00 PM. That's what I'm sticking to."
